ec5_uuid,created_at,title,1_Surveyor_Nickname,2_Map_sheet_number,3_Functional_Unit_Co,5_11_Name_of_organis,6_12_Description_of_,7_13_When_was_the_or,8_14_Do_you_regard_t,9_15_If_no_what_type,10_16_If_other_pleas,12_21_Total_number_o,13_22_Observed_or_Ve,14_23_How_many_FTEs_,15_24_Observed_or_Ve,16_25_Is_the_organis,17_26_How_many_peopl,19_31_Floor_levels_t,20_32_How_many_store,21_33_Unit_size_Inse,22_34_Square_metres_,23_35_Observed_or_Ve,24_36_Predominant_he,25_37_Premises_type_,26_38_If_other_pleas,27_39_Type_of_associ,28_310_Car_parking_S,29_311_Goods_access_,30_312_Are_these_pre,31_313_If_premises_a,32_314_When_did_the_,33_315_Is_the_premis,34_316_If_rentedleas,35_317_Will_the_leas,37_41_Is_the_localit,38_42_If_so_why_sele,39_43_If_locality_is,40_44_What_is_your_v,41_45_What_are_the_t,42_46_Where_are_the_,43_47_Where_are_the_,44_48_Is_the_organis,45_49_Does_the_organ,46_410_If_yes_where_,47_411_If_yes_when,48_412_If_yes_why,49_413_Are_the_organ,50_414_If_yes_please,51_415_Are_you_aware,52_416_If_yes_how_ha,53_417_If_other_plea,54_418_What_is_your_,56_51_Contact_willin,57_52_Name_of_contac,58_53_Contact_teleph,59_54_Contact_email_,60_55_Organisation_t,61_56_Organisation_w,62_57_Organisation_e,63_58_Street_name_eg,64_59_Street_number_,65_510_Postcode_Incl,66_511_Unit_number_i,68_61_Additional_not,69_62_Internal_photo,71_71_Would_the_acti,lat_72_72_Location,long_72_72_Location,accuracy_72_72_Location,73_73_External_photo,74_74_SIC_Code,75_75_Site_ID,76_76_Notes_on_any_o
927b61f2-2f34-4793-bd8a-547dd4d4eadf,2019-08-12T14:11:26.289Z,"Adam 68 13880005",Adam,68,13880005,"Studio 9D Jewellery Collective","Jewellery design and making",,,,,5,Observed,,,,,"Level 1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peckham Road","36 - 38","SE5 8QT",9,"Full address: Vanguard Court, Unit 9D, 36-38 Peckham Road, London SE5 8QT. Studio 9D Jewellery Collective: Amber Cooper, Jane Glibbery, Sarah Munday, Haru Sakai, Sue Wainwright.",,no,51.472581,-0.081256,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=927b61f2-2f34-4793-bd8a-547dd4d4eadf_1565641244.jpg,32120,,
37049918-9189-4a7f-a1a0-75ba59e46c04,2019-08-12T14:10:33.988Z,"Adam 68 13880004",Adam,68,13880004,,Photography,,,,,1,Observed,,,,,"Level 1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peckham Road","36 - 38","SE5 8QT",9,"Full address: Vanguard Court, Unit 9C, 36-38 Peckham Road, London SE5 8QT. 
",,,51.472612,-0.08127,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=37049918-9189-4a7f-a1a0-75ba59e46c04_1565641459.jpg,,,
473b26b4-00a8-489d-857f-384afcabb0d9,2019-08-12T14:09:20.473Z,"Adam 68 13880002",Adam,68,13880002,"Charlotte Mann","Fine art, wall drawings, drawings",,Yes,,,1,Observed,,,,,"Ground Floor",1,50,"Square metres",Observed,4.5,"an industrial building with or without a yard",,"Yard shared with others","No car parking on site","Loading from vehicles in yard used",,,,Rented/leased,,,,,,,"High ceilings and large amount of wall space allow for very large drawings.",,,,,,,,,,,,,,,"Charlotte Mann",,,,https://www.charlottemann.co.uk/,contact@charlottemann.co.uk,"Peckham Road","36 - 38","SE5 8QT",9,"Full address: Vanguard Court, Unit 9A, 36-38 Peckham Road, London SE5 8QT. ",,no,51.472526,-0.081229,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=473b26b4-00a8-489d-857f-384afcabb0d9_1565686711.jpg,90030,,"Shares unit 9A with Bernard Elsmere Design (cabinetry, furniture, architectural joinery). They occasionally work together on projects. There is a similar sized space on the ground floor of the building (9B, Alex Goacher) and smaller studios on the first floor."
bbb249f0-f81c-4f31-be51-7073da1c83ac,2019-08-11T16:28:12.440Z,"Max 22 1137",Max,22,1137,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liverpool Grove",20,"SE17 2PY",,"20 Liverpool Grove 'The Old Telephone Exchange'. Development of former block of Tel exchange to flats (c. 2001?). Selloff of GPO/BT properties in 2001?",,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bbb249f0-f81c-4f31-be51-7073da1c83ac_1565540883.jpg,,,
69367c11-8c6f-47a9-8f10-cb3f977c3222,2019-08-09T11:52:53.357Z,"Jessica 59 1378",Jessica,59,1378,"Focus Plant","Tool shop And manufacturing",1992,Yes,,,3,Verified,3,Verified,yes,1,"Ground Floor",1,4000,"Square feet",Verified,2.2,"retail/frontage unit",,"Unit has use of operational yard, Yard for own use only","Car parking in yard",,yes,,1992,Rented/leased,12,Yes,yes,"Proximity to Central London, Near to customer base, Passing trade, reasonable rents compared to other locations, Business Rates",no,"Would not work for this business","Passing trade, yard, workshop","Southwark, South London, Central London, Greater London Area, UK excluding London","Southwark, South London, Central London, Greater London Area, UK excluding London",Growing,no,,,,no,,no,,,,Yes,"Steve Spencer",,,02087666364,Focusplant.co.uk,Focusplant@andaratools.com,"Gipsy Hill",140,"SE19 1PW",,,,no,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=69367c11-8c6f-47a9-8f10-cb3f977c3222_1565353100.jpg,25730,,
7723b3e7-44c3-4127-a57a-896430490d2d,2019-08-09T11:52:35.311Z,"Jessica 59 1374",Jessica,59,1374,"Focus Plant","Tool shop and manufacturer",1992,Yes,,,3,Verified,3,Verified,yes,1,"Ground Floor",1,,,,,"a yard only/with only modest buildings, retail/frontage unit",,"Unit has use of operational yard, Yard for own use only","Car parking in yard",,yes,,1992,Rented/leased,12,Yes,yes,"Near to customer base, Proximity to Central London, Passing trade, Near to suppliers, Near to other businesses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42518,-0.083605,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7723b3e7-44c3-4127-a57a-896430490d2d_1565351552.jpg,,,
6131fd2c-a594-4cdc-887f-df217a787e91,2019-08-09T11:50:22.556Z,"Jessica 76 1397",Jessica,76,1397,"Focus plant","Tool manufacturing",1992,Yes,,,3,Verified,3,Verified,yes,1,"Ground Floor",1,,,,,"a yard only/with only modest buildings, an industrial building with or without a yard",,"Yard for own use only, Unit has use of operational yard","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",yes,,,,,,yes,"Proximity to Central London, Passing trade, Near to customer base, Near to suppliers, Near to other businesses, reasonable rents compared to other locations, Business Rates, Safety and Security, Local amenities",no,"Does not work with this type of business","Yard space, workshop, storage","Southwark, South London, Central London, UK excluding London, Greater London Area","Southwark, South London, Central London, Greater London Area, UK excluding London",Growing,no,,,,no,,no,,,,Yes,"Steve Spencer",,,,,,,,,,,,,51.425083,-0.08352,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=6131fd2c-a594-4cdc-887f-df217a787e91_1565351420.jpg,,,
552ad7c9-c784-4330-aa40-8ae4d477732f,2019-08-09T11:44:24.780Z,"Jessica 76 1390",Jessica,76,1390,"Focus Point","Tool workshop",1992,Yes,,,3,Verified,3,Verified,yes,1,"Ground Floor",1,4000,"Square feet",Verified,2.2,"an industrial building with or without a yard",,"Unit has use of operational yard, Yard for own use only","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",yes,,,,,,yes,"Passing trade, Near to suppliers, Near to customer base, Proximity to Central London, Near to other businesses, reasonable rents compared to other locations, lack of suitable alternative business premises, Local amenities, Safety and Security, Business Rates",no,"Noise, fumes","Location, workshop and office","Southwark, South London, Central London, Greater London Area, UK excluding London","Southwark, Central London, South London, Greater London Area, UK excluding London",Growing,no,,,,no,,no,,,,Yes,"Steve Spencer",,,02087666364,Focusplant.co.uk,,"Gipsy Hill",140,"SE19 1PW",,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=552ad7c9-c784-4330-aa40-8ae4d477732f_1565351044.jpg,yes,51.424804,-0.083124,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=552ad7c9-c784-4330-aa40-8ae4d477732f_1565351059.jpg,,,
b1684669-30ce-487a-927d-49eb8894b8c2,2019-08-09T11:38:25.452Z,"Jessica 76 1386",Jessica,76,1386,,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.424785,-0.083204,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b1684669-30ce-487a-927d-49eb8894b8c2_1565350701.jpg,,,
0d68fac4-5ecc-400c-8787-4b4f42ed797e,2019-08-09T11:37:11.766Z,"Jessica 76 1387",Jessica,76,1387,,Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.424764,-0.083185,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0d68fac4-5ecc-400c-8787-4b4f42ed797e_1565350628.jpg,,,
fabdb9ac-6245-4fcc-82ae-aeaec1483eed,2019-08-09T11:31:05.362Z,"Jessica 59 1375",Jessica,59,1375,"Focus Plant","Tools and plant hire / DIY",1992,Yes,,,3,Verified,3,Verified,yes,1,"Ground Floor",1,4000,"Square feet",Verified,2.3,"retail/frontage unit, a yard only/with only modest buildings, an industrial building with or without a yard",,"Yard for own use only","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",yes,,1992,Rented/leased,12,Yes,yes,"Near to customer base, Passing trade, Proximity to Central London, Local amenities, reasonable rents compared to other locations, Business Rates",no,"Could not work for this type of businesss due to noise and fumes","Yard, office, workshop space","UK excluding London, Southwark, South London, Central London, Greater London Area","Southwark, South London, Central London, Greater London Area, UK excluding London",Growing,no,,,,,,,,,,Yes,"Steve Spencer",,,02087666364,Focusplant.co.uk,Focusplant@andaratools.com,"Gipsy Hill",140,"SE19 1PW",,"Mixture of retail, office and workshop all for the business",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fabdb9ac-6245-4fcc-82ae-aeaec1483eed_1565350228.jpg,yes,51.425176,-0.083558,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fabdb9ac-6245-4fcc-82ae-aeaec1483eed_1565350261.jpg,,,
28bb3a93-6018-4479-9cb4-e871c6f5edfe,2019-08-07T11:15:21.791Z,"Rashi 26 2600008",Rashi,26,2600008,,vacant,,,,,,,,,,,,,,,,,"railway arch/undercroft space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.474849,-0.096251,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=28bb3a93-6018-4479-9cb4-e871c6f5edfe_1565176518.jpg,,,
00be3b5a-06db-4426-a090-cf48b3355451,2019-08-07T11:14:44.005Z,"Rashi 26 2600007",Rashi,26,2600007,,vacant,,,,,,,,,,,,,,,,,"railway arch/undercroft space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.474944,-0.096132,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=00be3b5a-06db-4426-a090-cf48b3355451_1565176482.jpg,,,
b7443a70-27a3-4d07-a731-2048b3cbf128,2019-08-07T11:13:47.472Z,"Rashi 26 2600006",Rashi,26,2600006,,vacant,,,,,,,,,,,,,,,,,"railway arch/undercroft space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.474995,-0.096165,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b7443a70-27a3-4d07-a731-2048b3cbf128_1565176425.jpg,,,
d51c0e6b-509c-44db-bf38-c052ce08b700,2019-08-07T11:12:59.719Z,"Rashi 26 2600005",Rashi,26,2600005,,vacant,,,,,,,,,,,,,,,,,"railway arch/undercroft space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.475026,-0.096172,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d51c0e6b-509c-44db-bf38-c052ce08b700_1565176377.jpg,,,
091a7a13-55a2-402f-945e-c88351f465e0,2019-08-07T11:12:02.896Z,"Rashi 26 2600004",Rashi,26,2600004,,vacant,,,,,,,,,,,,,,,,,"railway arch/undercroft space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.475245,-0.095968,182,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=091a7a13-55a2-402f-945e-c88351f465e0_1565176320.jpg,,,
e7a7c016-f91a-4905-9157-9100463fa13e,2019-08-07T10:01:35.913Z,"Rashi 95 17870276",Rashi,95,17870276,,unidentified,,,,,,,,,,,"Level 2",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",98,"C98- F block",,,51.494668,-0.063151,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e7a7c016-f91a-4905-9157-9100463fa13e_1565172092.jpg,,,
2d3efe52-1ace-4905-91cf-7dffe2a5874e,2019-08-07T10:00:06.962Z,"Rashi 95 17870275",Rashi,95,17870275,,unidentified,,,,,,,,,,,"Level 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",97,"C-97, F block",,,51.494757,-0.063023,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=2d3efe52-1ace-4905-91cf-7dffe2a5874e_1565171998.jpg,,,
7b8bfae7-de8c-4ed0-8a1f-75970f9f97e4,2019-08-07T09:58:33.800Z,"Rashi 95 17870274",Rashi,95,17870274,,unidentified,,,,,,,,,,,"Level 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",96,"C96- F block",,,51.494767,-0.063018,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7b8bfae7-de8c-4ed0-8a1f-75970f9f97e4_1565171911.jpg,,,
f4935f73-96f2-4daa-a8c7-0956ed2b67a4,2019-08-07T09:56:36.936Z,"Rashi 95 17870273",Rashi,95,17870273,,unidentified,,,,,,,,,,,"Level 2",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",95,"C 95- F block",,,51.494827,-0.062823,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f4935f73-96f2-4daa-a8c7-0956ed2b67a4_1565171795.jpg,,,
92ca8737-f689-40da-af5c-491a8c508bf7,2019-08-07T09:55:05.991Z,"Rashi 95 17870272",Rashi,95,17870272,,unidentified,,,,,,,,,,,"Level 2",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",94,"C 94- F block",,,51.494886,-0.062716,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=92ca8737-f689-40da-af5c-491a8c508bf7_1565171703.jpg,,,
5c379ea4-cfe2-481a-892b-76360d124bbb,2019-08-07T09:26:04.534Z,"Rashi 95 17870271",Rashi,95,17870271,,unidentified,,,,,,,,,,,"Level 2",1,,,,3,"an industrial building with or without a yard",,"No associated yard space","Separate car parking in designated car park on site","Goods lift access",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",,,,,51.494767,-0.062772,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5c379ea4-cfe2-481a-892b-76360d124bbb_1565171623.jpg,,,
ffba13aa-e423-4c18-8c7e-bae879ccc557,2019-08-07T09:22:06.607Z,"Rashi 95 17870270",Rashi,95,17870270,,unidentified,,,,,,,,,,,"Level 2",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clements Road",100,"SE16 4DG",92,"C92 - F block",,,51.494932,-0.062734,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=ffba13aa-e423-4c18-8c7e-bae879ccc557_1565169724.jpg,,,
0e7a97b7-8572-4253-b5eb-32ed959201ac,2019-08-07T09:17:17.172Z,"Rashi 95 17870269",Rashi,95,17870269,"Apollo 11","Recording Studio",,Yes,,,,,,,,,"Level 2",1,,,,3,"an industrial building with or without a yard",,"No associated yard space","Separate car parking in designated car park on site","Goods lift access",yes,,,Rented/leased,,,,,,,,,,,,,,,,,,,,,,,,,,www.apollo11studios.co.uk,,"Clements Road",100,"SE16 4DG",,"F Block",,no,51.494927,-0.062857,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0e7a97b7-8572-4253-b5eb-32ed959201ac_1565169434.jpg,,,
bfaa0017-0cd6-41b5-acde-77016b3e1118,2019-08-07T09:15:58.731Z,"Rashi 95 17870213",Rashi,95,17870213,"Fab-LK studio",,,,,,,,,,,,"Level 2",1,,,,3,"an industrial building with or without a yard",,"No associated yard space","Separate car parking in designated car park on site","Goods lift access",yes,,,Rented/leased,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",13,"Studio 13- F block",,no,51.494982,-0.062923,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bfaa0017-0cd6-41b5-acde-77016b3e1118_1565169355.jpg,,,
3bd09a0b-0c19-4e35-8a8b-5c41096fadcf,2019-08-07T08:52:33.592Z,"Rashi 114 18560037",Rashi,114,18560037,"Hire Station Ltd","Equipment for rent",1954,Yes,,,9,Verified,9,Verified,yes,7,"Ground Floor",1.5,1200,"Square feet",Observed,4.5,"an industrial building with or without a yard",,"Unit has use of operational yard","Separate car parking in designated car park on site, Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",yes,,,Rented/leased,3,Yes,yes,"Proximity to Central London, Near to customer base, Near to suppliers, Availability of staff, Near to home, reasonable rents compared to other locations, Availability of parking",no,"Development is good. We arrived in this area quite a long time back and it was very scary being here. The Biscuit factory has developed quite a bit but more development is good. Especially residential in the area.","Yard space, location, storage","Rest of World, Europe excluding UK, UK excluding London, Greater London Area","UK excluding London, Greater London Area",Growing,no,,,,yes,"More space",yes,"Word of mouth, Posters or displayed information, Own research",,"Nothing specific",,"Sebastian Syce",,sebastian.syce@vpplc.com,,,,"Drummond Road",100,"SE16 4DG",3,"Unit number - A03- Almond Studios 

The business occupies the ground floor and one arch which is used for storage.",,no,51.493221,-0.061243,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3bd09a0b-0c19-4e35-8a8b-5c41096fadcf_1565167951.jpg,"77320, 77390",,
a6194ca0-b86e-11e9-9272-6f89e7e87765,2019-08-06T17:21:38.410Z,"Joe 95 18380113",Joe,95,18380113,IMAG,"Display/Media Specialist/Consultants",2013,Yes,,,,,,,,,"Level 1",1,37,"Square metres",,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+44 (0) 1202 282 202 ",https://www.imagdisplays.co.uk/,"ideas@imagdisplays.co.uk ","Drummond Road",100,SE164DG,110,"No interview. Information gathered from online and generalised understanding of office spaces.

Unit 110",,,51.494152,-0.062881,4,,77.29,,
508e30c0-b86e-11e9-b4ae-fd41ccd4a8a9,2019-08-06T17:19:14.892Z,"Joe 95 18380112",Joe,95,18380112,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Board on GF of Cocoa House states Unit 109 as Vacant

Unit 109.",,,51.494152,-0.062881,4,,,,
65848340-b86d-11e9-bc7e-253552b4279c,2019-08-06T17:12:40.564Z,"Joe 95 18380111",Joe,95,18380111,"Munro Acoustics","Acoustic Design/Consultancy",1988,Yes,,,,,,,,,"Level 1",1,37,"Square metres",Observed,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+44 20 7403 3808",http://www.munro.co.uk/,"info@munro.co.uk ","Drummond Road",100,SE164DG,108,"No Interview.
Unit 108",,no,51.494152,-0.062881,4,,27.90,,
1df0b0d0-b86d-11e9-b0f1-8b17aace7c87,2019-08-06T17:10:40.477Z,"Joe 95 18380110",Joe,95,18380110,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Board on GF of Cocoa House states Unit 107 as Vacant

Unit 107.",,,51.494152,-0.062881,4,,,,
8544d410-b86c-11e9-9c0e-2d13c6ade51e,2019-08-06T17:06:24.337Z,"Joe 95 18380109",Joe,95,18380109,"Yun Kyung Jeong",Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://yunkyungjeong.com/,yunkyungart@gmail.com,"Drummond Road",100,SE164DG,106,"Online research suggests it is the artist Yun Kyung Jeong.

No observations or other information gathered/verified.

Unit 106

",,,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8544d410-b86c-11e9-9c0e-2d13c6ade51e_1565111408.jpg,90.03,,
45171470-b86c-11e9-9752-1f3d534ff5d5,2019-08-06T17:04:36.663Z,"Joe 95 18380108",Joe,95,18380108,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Board on GF of Cocoa House states Unit 105 as Vacant

Unit 105.",,,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=45171470-b86c-11e9-9752-1f3d534ff5d5_1565111172.jpg,,,
ab787340-b86b-11e9-9a42-b77f413711f2,2019-08-06T17:00:18.932Z,"Joe 95 18380106",Joe,95,18380106,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Board on GF of Cocoa House states Unit 103 as Vacant

Unit 103.",,,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=ab787340-b86b-11e9-9a42-b77f413711f2_1565111041.jpg,,,
4074e3f0-b869-11e9-ba55-936e2c906a3c,2019-08-06T16:43:00.399Z,"Joe 95 18380107",Joe,95,18380107,"Chiara Herwegh Vonk",,,,,,,,,,,,"Level 1",1,37,"Square metres",,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drummond Road",100,SE164DG,104,"No Observed Information. No information found online.

Possibly ""Water Incorportated"" (as searched and found through Companies House)

Unit 104",,,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=4074e3f0-b869-11e9-ba55-936e2c906a3c_1565110125.jpg,,,
120974f0-b868-11e9-8b62-c5f9625487df,2019-08-06T16:34:33.023Z,"Joe 95 18380105",Joe,95,18380105,"Dosed UK","Film/CGI/Digital Production",2018,Yes,,,4,,4,Verified,yes,,"Level 1",1,39,"Square metres",Observed,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",yes,,"December 2018",Rented/leased,,Yes,yes,"Proximity to Central London, public transport, Business Rates",yes,,"Secure, New, Good size space per cost.",,,Growing,no,,,,no,,no,,,,,,,,,https://dosed.co.uk/,"enquiries@dosed.co.uk ","Drummond Road",100,SE164DG,102,"Double Sized Unit used. Much computer Space.

Unit 102.",,no,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=120974f0-b868-11e9-8b62-c5f9625487df_1565109677.jpg,"59112 -",,
d2964830-b866-11e9-99fc-c575b74703da,2019-08-06T16:25:37.075Z,"Joe 95 18380104",Joe,95,18380104,"No Uniform & No Branding","Bespoke Uniform Design",2002,Yes,,,,,,,,,"Level 1",1,37,"Square metres",Observed,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",,,,Rented/leased,,,,,,,,,,,,,,,,,,,,,,,,,"+44 7850 173262",http://www.nouniform.com/,,"Drummond Road",100,SE164DG,101,"Declined Interview. 
Using 1 standard Unit size. Few employees present.
Unit 101
",,no,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d2964830-b866-11e9-99fc-c575b74703da_1565109192.jpg,82.99,,
5634a850-b865-11e9-b32d-4fcc6e353420,2019-08-06T16:14:58.901Z,"Joe 95 18380103",Joe,95,18380103,"Sambazon Ltd.","Sustainability and Food production",,Yes,,,,,,,,,"Ground Floor",1,37,"Square metres",Observed,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",yes,,,Rented/leased,,,,,,,,,"Rest of World",,,,,,,,,,,,,,,,,https://uk.sambazon.com/,hellotribe@sambazon.com,"Drummond Road",100,SE164DG,5,,,,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5634a850-b865-11e9-b32d-4fcc6e353420_1565108668.jpg,82.99,,
92c15e50-b863-11e9-a4d7-6f6277f79af8,2019-08-06T16:02:21.493Z,"Joe 95 18380102",Joe,95,18380102,"Julius Meinl UK","Tea and Coffee producer/distributor",1862,Yes,,,,,,,,,"Ground Floor",1,37,"Square metres",Observed,4.5,"an office building",,"No associated yard space","Separate car parking in designated car park on site","No goods access required",yes,,,Rented/leased,,,no,,,,,"Rest of World","Rest of World",,,,,,,,,,,,,,," ","+44 (0)203 1766 444",https://www.meinlcoffee.com/gb/," sales@meinluk.com","Drummond Road",100,"SE16 4DG",4,"Unobserved organisation. All information gathered online.
As possible to see from photo, organisation operates from 1 standard unit in building, number G04.
",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=92c15e50-b863-11e9-a4d7-6f6277f79af8_1565107897.jpg,no,51.494152,-0.062881,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=92c15e50-b863-11e9-a4d7-6f6277f79af8_1565108009.jpg,47.25,,
d11a82f5-e1be-4023-9c2c-7dcf59175eec,2019-08-06T13:49:13.955Z,"Dominika Piotrowska 61 1464","Dominika Piotrowska",61,1464,"Tower Workshops",Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tower Workshops are spaces which belong to the Borough of Southwark. They are subleted to smaller organisations. Most of them are currently vacant.",,,51.498615,-0.077712,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d11a82f5-e1be-4023-9c2c-7dcf59175eec_1565099349.jpg,,,
8c1fc0e4-c2d9-4882-8112-afd6aaaca851,2019-08-06T12:19:09.894Z,"Aga 128 1972",Aga,128,1972,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c259e19-78c5-48c9-9764-4e81741ca645,2019-08-06T12:17:46.235Z,"Aga 128 1971",Aga,128,1971,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
